name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Riga,Latvia",2020-12-02,-1,-4,-2.8,-4.6,-9.6,-6.6,-4,91.7,0,0,0,,0,0,,17.3,148.3,1029.3,39.4,9.5,17.2,1.5,1,,2020-12-02T08:38:35,2020-12-02T15:47:17,0.57,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2020-12-03,1,-3,-0.6,-3.5,-7,-5.2,-2.5,87.2,0,0,0,,0,0,44.6,25.9,148.9,1019.9,99.4,9.9,5.9,0.5,0,,2020-12-03T08:40:14,2020-12-03T15:46:27,0.61,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2020-12-04,3,0,1.7,-2,-6,-3.8,-1,82,0,0,0,,0,0,,29.5,148.9,1013.2,100,10,6.1,0.5,0,,2020-12-04T08:41:50,2020-12-04T15:45:41,0.64,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2020-12-05,5,4,4.5,0.6,-1.3,-0.4,2.2,84.9,0,0,0,,0,0,50,31.7,155.9,1015.4,100,10,5,0.4,0,,2020-12-05T08:43:23,2020-12-05T15:44:59,0.68,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2020-12-06,4,2,3.2,-0.6,-3.5,-2,0.4,82.5,0,0,0,,0,0,,32.4,154.7,1021.5,96.5,10,5.6,0.4,0,,2020-12-06T08:44:53,2020-12-06T15:44:20,0.71,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2020-12-07,1,-2,-0.1,-4.5,-8.8,-6,-9.7,48.5,0,0,0,,0,0,,29.2,147.6,1022.8,59.7,10,11.8,1,1,,2020-12-07T08:46:20,2020-12-07T15:43:46,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2020-12-08,-2,-5,-3.2,-7.4,-11.6,-9.2,-8.8,65.8,0,0,0,,0,0,,23.4,136.8,1024,16.2,10,11.9,0.9,1,,2020-12-08T08:47:44,2020-12-08T15:43:17,0.75,Clear,Clear conditions throughout the day.,clear-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2020-12-09,-3,-6,-4.3,-7.6,-11.4,-9.7,-8.4,73.4,0,0,0,,0,0,,22.3,140.4,1025.2,45.4,10,11.5,0.9,1,,2020-12-09T08:49:04,2020-12-09T15:42:51,0.82,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2020-12-10,-1,-5,-3.4,-4.8,-10,-7.5,-7.1,75.7,0,0,0,,0,0,,14.1,123.5,1021,65.2,10,11.8,0.9,1,,2020-12-10T08:50:21,2020-12-10T15:42:30,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2020-12-11,2.1,-5,-1.1,-0.6,-9.4,-5.2,-2.6,89.3,0,0,0,,0,0,,18,132.9,1015.1,88.3,9.6,6.9,0.7,0,,2020-12-11T08:51:34,2020-12-11T15:42:13,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2020-12-12,2,-3,-0.3,-1.1,-8.6,-4.8,-2.1,87.9,0,0,0,,0,0,,22.3,135.7,1014.4,99.5,9.9,5.8,0.4,0,,2020-12-12T08:52:44,2020-12-12T15:42:01,0.92,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2020-12-13,-1,-3,-2.4,-4,-8.8,-6.2,-4.7,84.2,0,0,0,,0,0,,18.8,136.2,1016.9,97.9,10,5.3,0.5,0,,2020-12-13T08:53:49,2020-12-13T15:41:53,0.96,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2020-12-14,-1,-2,-1.2,-1,-4.3,-2.5,-1.9,94.9,0,0,0,,0,0,,9,128,1018,96.9,7.4,3.9,0.3,0,,2020-12-14T08:54:51,2020-12-14T15:41:49,0,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2020-12-15,0,-1,-0.2,-1,-6,-4.9,-0.9,95.3,0,0,0,,0,0,,25.9,170.2,1019,100,7.5,2.7,0,0,,2020-12-15T08:55:49,2020-12-15T15:41:51,0.02,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2020-12-16,5,-1,1.4,3.8,-7.3,-2.7,0.9,96,0,0,0,,0,0,,27.4,185,1015.5,100,7.6,2.5,0,0,,2020-12-16T08:56:43,2020-12-16T15:41:56,0.06,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2020-12-17,5.8,4,4.6,4.2,-0.3,2.3,3.7,94.2,0,0,0,,0,0,,21.5,201.5,1022.1,99.7,9.8,4.8,0.4,0,,2020-12-17T08:57:33,2020-12-17T15:42:06,0.09,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2020-12-18,6,3,4.1,4,-1.9,0.6,3.3,94.5,0,0,0,,0,0,,24.1,188.2,1018.8,98.4,9.6,2.8,0.1,0,,2020-12-18T08:58:18,2020-12-18T15:42:21,0.12,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2020-12-19,7,4,5.4,4.9,0.2,2.8,4.2,92,0,0,0,,0,0,,17.7,206.1,1021.8,96.4,10,4.7,0.4,0,,2020-12-19T08:58:59,2020-12-19T15:42:40,0.15,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2020-12-20,4,1,2.1,0.6,-4.2,-2.6,0.7,91.1,0,0,0,,0,0,,25.9,184.9,1024.9,100,9.4,3.7,0.2,0,,2020-12-20T08:59:36,2020-12-20T15:43:04,0.19,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2020-12-21,2,1,1.3,-2.8,-5,-3.9,0.6,95.2,0,0,0,,0,0,,28.8,181.2,1023.4,100,7,3.8,0.2,0,,2020-12-21T09:00:09,2020-12-21T15:43:32,0.22,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2020-12-22,2,0.2,1.8,-2.1,-4.5,-2.7,1.2,95.9,0,0,0,,0,0,,20.9,160.2,1015.8,100,6.6,4.4,0.4,0,,2020-12-22T09:00:37,2020-12-22T15:44:05,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2020-12-23,5,0,2.3,3.2,-4.9,-0.7,1.9,97.5,0,0,0,,0,0,,18.4,178.4,1006.8,100,8.4,5.5,0.4,0,,2020-12-23T09:01:00,2020-12-23T15:44:42,0.28,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2020-12-24,4,0,2.1,1.3,-3.4,-0.9,1.3,94.5,0,0,0,,0,0,,16.2,133.4,1003.8,86.2,9.1,4.6,0.4,0,,2020-12-24T09:01:20,2020-12-24T15:45:23,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2020-12-25,2,-1,0.9,0.3,-4.4,-2.4,0.2,94.6,0,0,0,,0,0,,20.5,324.9,1002.6,88.7,9.8,10.2,0.7,1,,2020-12-25T09:01:34,2020-12-25T15:46:09,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2020-12-26,0,-3,-0.7,0,-5.8,-2.2,-0.9,98.6,0,0,0,,0,0,,9.4,248.7,1008.9,89.5,8.9,9.1,0.6,1,,2020-12-26T09:01:45,2020-12-26T15:46:59,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2020-12-27,0,-2,-1,-4,-8.1,-6.8,-2.5,89.7,0,0,0,,0,0,50,33.5,165.9,1010.8,80.7,9.4,9.5,0.7,1,,2020-12-27T09:01:50,2020-12-27T15:47:54,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2020-12-28,2,-2,0.1,-2.9,-9,-5.5,-2.1,85.3,0,0,0,,0,0,38.9,29.5,139,1004.8,80.1,9.9,8.4,0.7,1,,2020-12-28T09:01:52,2020-12-28T15:48:52,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2020-12-29,3,1,2.1,-1.2,-3.4,-2.5,0.9,91.6,0,0,0,,0,0,42.5,25.2,126.1,997.7,100,9.9,3.4,0.3,0,,2020-12-29T09:01:49,2020-12-29T15:49:55,0.48,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2020-12-30,4,1.2,2.6,2,-3.8,-0.9,1.1,90,0,0,0,,0,0,,27.7,177.1,1002.6,89.1,10,10.2,0.9,1,,2020-12-30T09:01:41,2020-12-30T15:51:01,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2020-12-31,3,-0.8,1.3,1.7,-4.9,-1.5,0.9,97.4,0,0,0,,0,0,,14.8,172.9,1007.4,99.7,7.6,5.5,0.4,0,,2020-12-31T09:01:29,2020-12-31T15:52:11,0.55,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-01,0,-2,-0.7,0,-5.4,-3.3,-1.1,97.1,0,0,0,,0,0,,14.1,74,1010.7,100,5.6,6.2,0.6,0,,2021-01-01T09:01:13,2021-01-01T15:53:26,0.58,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-02,0,-1,-0.5,0,-5.2,-2.7,-1.3,94,0,0,0,,0,0,,13,213.1,1014.8,100,9.4,5.2,0.3,0,,2021-01-02T09:00:52,2021-01-02T15:54:43,0.62,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-03,0,-1.8,-0.7,0,-4.3,-2.6,-1.2,97.1,0,0,0,,0,0,,9.4,196.2,1023.2,97,6.7,6.9,0.5,0,,2021-01-03T09:00:27,2021-01-03T15:56:05,0.65,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-04,-1,-1,-1,-1,-5.9,-4.3,-2.7,88.5,0,0,0,,0,0,,16.6,45.3,1024.5,99.6,9.7,6.9,0.5,0,,2021-01-04T08:59:57,2021-01-04T15:57:30,0.69,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-05,1,-1,0.3,-3,-5.2,-3.9,-1.7,87.2,0,0,0,,0,0,,18.8,58.3,1023.9,95.6,10,6.1,0.6,0,,2021-01-05T08:59:24,2021-01-05T15:58:58,0.72,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-06,1,-1,0.5,-2.3,-4.8,-3.2,-1.8,84.6,0,0,0,,0,0,,17.7,82.5,1018.6,100,10,4,0.4,0,,2021-01-06T08:58:46,2021-01-06T16:00:30,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-07,-0.8,-1.2,-1,-4.3,-5.7,-4.7,-2.2,91.5,0,0,0,,0,0,,15.5,98.4,1012.6,99.5,9.2,5.5,0.5,0,,2021-01-07T08:58:04,2021-01-07T16:02:05,0.79,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-08,-1,-2,-1.3,-3.7,-6.7,-4.8,-2.5,91.9,0,0,0,,0,0,,14.4,47.2,1012.8,84.6,7.8,7.4,0.5,0,,2021-01-08T08:57:19,2021-01-08T16:03:42,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-09,-2,-5,-3.6,-6.4,-9.5,-8,-5.1,88.8,0,0,0,,0,0,,16.2,25,1016.7,97.8,10,6.5,0.6,0,,2021-01-09T08:56:29,2021-01-09T16:05:23,0.87,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-10,-3.2,-5,-4.1,-4,-10.8,-7.4,-5.6,89.7,0,0,0,,0,0,,23.4,189.1,1019.8,74,10,10.6,0.8,1,,2021-01-10T08:55:35,2021-01-10T16:07:06,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-11,0,-4,-1.5,-2.8,-10.9,-7,-2.6,92.8,0,0,0,,0,0,,27.4,175,1013.8,94.1,8.1,5.2,0.4,0,,2021-01-11T08:54:38,2021-01-11T16:08:53,0.94,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-12,0,-2,-0.9,-5.7,-8.5,-7.3,-2,91.8,0,0,0,,0,0,,37.4,164.8,1002.6,100,5.7,3.5,0.3,0,,2021-01-12T08:53:37,2021-01-12T16:10:41,0.97,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-13,0,-2,-0.9,-3.6,-6.2,-4.9,-1.9,93.2,0,0,0,,0,0,,16.9,117.6,1003.8,100,6.5,7.9,0.6,0,,2021-01-13T08:52:32,2021-01-13T16:12:32,0,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-14,-2,-7,-5.2,-6,-13.7,-10.3,-7.2,85.5,0,0,0,,0,0,,21.6,31.5,1012.6,75.3,10,18.4,1.6,1,,2021-01-14T08:51:23,2021-01-14T16:14:26,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-15,-6,-11,-10.1,-11.2,-18.4,-16.4,-12.9,79.9,0,0,0,,0,0,,24.1,42.9,1016.3,100,6.7,17.9,1.5,1,,2021-01-15T08:50:12,2021-01-15T16:16:21,0.07,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-16,-11,-21.8,-14.6,-11.2,-25.2,-17.4,-16.7,83.9,0,0,0,,0,0,,18,84.5,1016.7,56.2,8.8,19,1.6,1,,2021-01-16T08:48:56,2021-01-16T16:18:19,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-17,-14,-25.2,-20.2,-14,-31.8,-22.7,-22.1,84.5,0,0,0,,0,0,,9.4,184.8,1021.1,60.3,10,24.3,2.1,2,,2021-01-17T08:47:38,2021-01-17T16:20:18,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-18,-10,-16,-12,-16.7,-22.7,-18.7,-13.6,88.1,0,0,0,,0,0,,18.4,182.2,1018.6,76.5,9.8,13.3,1.2,1,,2021-01-18T08:46:16,2021-01-18T16:22:20,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-19,-7,-11,-9.1,-11.9,-18.2,-15.4,-10.7,88.1,0,0,0,,0,0,,18,163.1,1015,85.2,9.6,17,1.4,1,,2021-01-19T08:44:51,2021-01-19T16:24:23,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-20,-6,-12,-8,-12.8,-19.5,-15.7,-11,79.3,0,0,0,,0,0,,28.5,151.9,1008.6,84.9,9.3,17,1.6,1,,2021-01-20T08:43:23,2021-01-20T16:26:28,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-21,2,-5,-0.2,-2.7,-11.6,-5.1,-1.4,91.6,0,0,0,,0,0,,24.1,167.7,999.4,89.7,7.4,11.4,1,1,,2021-01-21T08:41:51,2021-01-21T16:28:34,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-22,3.2,1,2.2,-1.6,-4.2,-2.6,0,85.4,0,0,0,,0,0,,25.2,174.2,995.6,96.1,10,19.5,1.7,1,,2021-01-22T08:40:17,2021-01-22T16:30:41,0.3,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-23,3,-0.8,1.5,1.5,-4.1,-2,0.6,93.8,0,0,0,,0,0,,16.9,160.5,998.5,62.9,7.6,19.3,1.7,1,,2021-01-23T08:38:41,2021-01-23T16:32:50,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-24,4,0,2.3,0.3,-2.5,-1.2,1,91.2,0,0,0,,0,0,,23.4,162.5,994.8,93,8.4,7.9,0.6,0,,2021-01-24T08:37:01,2021-01-24T16:35:00,0.36,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-25,1.2,-2.2,0.5,-1,-5,-3.5,-0.4,93.9,0,0,0,,0,0,,28.5,170.8,996.6,91.6,8.8,10.6,0.8,1,,2021-01-25T08:35:19,2021-01-25T16:37:11,0.39,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-26,1,-2,0.2,-2,-5.6,-4,-0.2,97,0,0,0,,0,0,44.6,25.2,340.9,996.8,91.6,5.8,12.7,1.1,1,,2021-01-26T08:33:34,2021-01-26T16:39:23,0.42,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-27,1,0,0.7,-1.9,-4,-3,-0.1,94.3,0,0,0,,0,0,,16.2,312.6,999,100,7.4,8.5,0.7,1,,2021-01-27T08:31:46,2021-01-27T16:41:36,0.46,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-28,0.2,-2,-1.1,0,-5.9,-3,-3.4,84.7,0,0,0,,0,0,,11.5,193.1,1002.9,92.2,10,14.1,1.2,1,,2021-01-28T08:29:57,2021-01-28T16:43:50,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-29,-1,-3,-1.5,-2,-6.2,-4.9,-3,89.8,0,0,0,,0,0,,18.4,334.8,993.5,99.9,8.1,20.4,1.7,1,,2021-01-29T08:28:04,2021-01-29T16:46:04,0.52,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-30,-1,-2,-1.5,-3.9,-6.8,-5.5,-2.7,91.7,0,0,0,,0,0,33.5,15.9,298,989.3,98.2,6.6,25.2,2.1,1,,2021-01-30T08:26:10,2021-01-30T16:48:19,0.56,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-01-31,-1,-3,-2.1,-1.8,-7.7,-5.7,-5.3,78.6,0,0,0,,0,0,,14.4,249,994.3,80.7,10,24.2,2.1,1,,2021-01-31T08:24:13,2021-01-31T16:50:35,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-02-01,0.2,-8,-3,-2,-13.8,-7.2,-4.7,88.6,0,0,0,,0,0,,16.6,202,1002.9,63.6,9.7,28.1,2.5,1,,2021-02-01T08:22:14,2021-02-01T16:52:51,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-02-02,-3,-6,-4.4,-8.1,-12.5,-10.3,-6.3,86.7,0,0,0,,0,0,,23.4,160.1,1006.3,95.2,8.8,24.3,2.2,1,,2021-02-02T08:20:13,2021-02-02T16:55:08,0.66,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-02-03,-1,-3,-1.9,-2,-8,-5.1,-4,86.2,0,0,0,,0,0,,14.8,273.8,1002.7,90.4,8.7,14.7,1.3,1,,2021-02-03T08:18:10,2021-02-03T16:57:25,0.7,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-02-04,-2,-7.8,-4.7,-6.6,-13.4,-10.2,-7.3,82.2,0,0,0,,0,0,,23.8,1.7,1009.9,98.9,9.5,31.9,2.7,2,,2021-02-04T08:16:06,2021-02-04T16:59:42,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-02-05,-6,-12,-8.1,-7.2,-17.3,-13.1,-10,86.3,0,0,0,,0,0,,20.5,354.7,1017.7,95,7.3,39.3,3.4,3,,2021-02-05T08:13:59,2021-02-05T17:01:59,0.77,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-02-06,-6.2,-14.8,-11.2,-10.2,-18.4,-13.3,-13.2,85.1,0,0,0,,0,0,,15.5,23.3,1022.8,93,6.8,42.7,3.7,2,,2021-02-06T08:11:50,2021-02-06T17:04:17,0.81,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-02-07,-9.8,-20.6,-14.5,-12.8,-21.1,-17,-16.2,87,0,0,0,,0,0,,11.2,200.3,1024.2,53.5,9.7,43,3.7,2,,2021-02-07T08:09:40,2021-02-07T17:06:35,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-02-08,-9,-21,-14.2,-14,-25.2,-17.5,-15.9,86.4,0,0,0,,0,0,,16.6,109.1,1021.1,69,9.9,31.5,2.8,2,,2021-02-08T08:07:28,2021-02-08T17:08:53,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-02-09,-9,-11.8,-9.6,-14.5,-17.8,-16.2,-12.1,81.9,0,0,0,,0,0,,22,60.3,1013.6,62,9.4,30.9,2.6,2,,2021-02-09T08:05:14,2021-02-09T17:11:10,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-02-10,-11,-15,-12.4,-11,-21.5,-18.5,-14.5,84.1,1.2,100,33.33,snow,0,0,,16.6,63.4,1014.1,89.3,7.6,29.7,2.5,1,,2021-02-10T08:02:59,2021-02-10T17:13:28,0.95,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-02-11,-8,-16,-11.7,-9,-22.9,-18.1,-14.4,80.4,0,0,0,,0,0,,24.1,27.6,1018,60.4,10,28.9,2.5,1,,2021-02-11T08:00:42,2021-02-11T17:15:46,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-02-12,-8,-19,-12.5,-8,-20.4,-15.7,-14.3,86.7,0,0,0,,0,0,,20.5,9.7,,68.3,9.6,58.3,5,3,,2021-02-12T07:58:24,2021-02-12T17:18:04,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,F2918"
"Riga,Latvia",2021-02-13,0,-11,-4.1,-3.8,-11,-7.6,-6.1,86.8,0.2,100,8.33,"rain,snow",0,0,50,32.4,347.8,1024.8,100,9.9,14.9,1.3,1,,2021-02-13T07:56:04,2021-02-13T17:20:21,0.05,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-02-14,0.1,-3.2,-1.2,-4.4,-10.1,-6.5,-4.7,77.7,0,0,0,,0,0,,27.7,346.9,1025.3,86.5,10,41.1,3.7,2,,2021-02-14T07:53:43,2021-02-14T17:22:39,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-02-15,-4,-12.2,-6.3,-5,-16.6,-9.9,-9.5,78.5,0,0,0,,0,0,,21.5,354.7,1030,81.1,10,60.5,5.1,3,,2021-02-15T07:51:21,2021-02-15T17:24:56,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-02-16,0.8,-11.2,-4.5,-2.9,-15.6,-8.4,-7.8,78.5,0,0,0,,0,0,,13,225,1021,51.7,10,47.4,4.1,3,,2021-02-16T07:48:57,2021-02-16T17:27:13,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-02-17,-2,-14.8,-8.7,-4,-19.3,-12.8,-12.4,75.5,0,0,0,,0,0,,16.6,71.3,1019.3,54.7,10,65,5.5,3,,2021-02-17T07:46:32,2021-02-17T17:29:30,0.18,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-02-18,-11,-20,-15,-14,-24.3,-19.4,-18,78.6,0,0,0,,0,0,,14.8,170.3,1026.8,81.8,10,63.6,5.5,3,,2021-02-18T07:44:06,2021-02-18T17:31:47,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-02-19,-7,-17.8,-11.9,-12.7,-25.7,-19.2,-16.4,70.1,0,0,0,,0,0,,22.3,169.4,1021.8,82.2,10,64.8,5.5,3,,2021-02-19T07:41:39,2021-02-19T17:34:03,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-02-20,1,-11,-5.2,-2.8,-16.9,-9.7,-7.5,84,0,0,0,,0,0,,14.8,181.2,,97.6,7.7,37.9,3.3,2,,2021-02-20T07:39:11,2021-02-20T17:36:19,0.28,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,F2918,remote"
"Riga,Latvia",2021-02-21,6,1,2.6,3.6,-3.2,-0.7,0.6,87.2,0,0,0,,0,0,,18.4,198.4,1019,80.9,9.9,47.8,4,2,,2021-02-21T07:36:42,2021-02-21T17:38:35,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-02-22,6.8,-2.2,1.1,6,-5.6,-1.1,-0.1,92.3,0,0,0,,0,0,,12.3,221.9,1021.8,39.6,5.6,66.6,5.5,3,,2021-02-22T07:34:11,2021-02-22T17:40:50,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
